habitaciones,baños,parqueaderos,area_construida,area_privada,estrato,precio_m2,Ascensor,Circuito cerrado de TV,Parqueadero Visitantes,Portería / Recepción,Zonas Verdes,Salón Comunal,Balcón,Barra estilo americano,Calentador,Chimenea,Citófono,Cocina Integral,Terraza,Vigilancia,Parques cercanos,Estudio,Patio,Depósito / Bodega,ubicacion,precio
2.0,1.0,1,55,53,3,481818182.0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,120,265000000.0
3.0,2.0,1,80,82,3,4750000.0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,138,380000000.0
1.0,2.0,1,56,56,4,7750000.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,802,434000000.0
3.0,2.0,1,77,0,4,506493506.0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,313,390000000.0
4.0,2.0,1,117,106,4,615384615.0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,481,720000000.0
2.0,3.0,2,176,0,6,482954545.0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,163,850000000.0
2.0,3.0,2,152,150,6,986184211.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,162,1499000000.0
2.0,2.0,1,45,42,3,502222222.0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,772,226000000.0
3.0,2.0,0,59,59,4,491525424.0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,356,290000000.0
3.0,3.0,2,94,90,4,606382979.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,125,570000000.0
3.0,2.0,1,61,0,3,467213115.0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,124,285000000.0
3.0,5.0,3,200,0,6,9000000.0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,426,1800000000.0
3.0,1.0,0,45,0,2,311111111.0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,179,140000000.0
2.0,1.0,0,42,42,2,261904762.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,63,110000000.0
2.0,2.0,2,79,73,5,67721519.0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,660,535000000.0
2.0,2.0,2,90,90,5,5000000.0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,198,450000000.0
2.0,2.0,1,67,0,5,800746269.0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,646,536500000.0
1.0,2.0,2,68,68,6,764705882.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,165,520000000.0
3.0,4.0,2,165,165,6,727272727.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,349,1200000000.0
3.0,3.0,1,96,91,5,5000000.0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,646,480000000.0
2.0,3.0,1,728,6485,4,6250000.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,380,455000000.0
3.0,3.0,2,111,111,6,585585586.0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,580,650000000.0
3.0,2.0,1,54,54,3,425925926.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,187,230000000.0
4.0,4.0,4,143,143,4,559440559.0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,125,800000000.0
3.0,1.0,0,67,0,3,276119403.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,175,185000000.0
1.0,2.0,2,50,50,6,8400000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,620,420000000.0
4.0,3.0,2,160,151,5,6062500.0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,650,970000000.0
1.0,2.0,2,77,70,6,766233766.0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,167,590000000.0
3.0,2.0,1,109,0,5,433027523.0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,686,472000000.0
3.0,3.0,2,215,215,6,651162791.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,426,1400000000.0
3.0,3.0,4,203,0,6,84729064.0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,167,1720000000.0
2.0,1.0,1,57,0,4,824561404.0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,558,470000000.0
3.0,2.0,1,111,111,4,395495495.0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,532,439000000.0
3.0,1.0,0,45,0,3,366666667.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,58,165000000.0
2.0,2.0,1,123,112,6,341463415.0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,167,420000000.0
2.0,3.0,2,7737,73,6,902158459.0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,620,698000000.0
3.0,2.0,1,90,81,4,455555556.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,125,410000000.0
4.0,5.0,2,178,0,5,898876404.0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,176,1600000000.0
4.0,5.0,3,460,460,6,586956522.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,94,2700000000.0
3.0,3.0,3,230,230,6,691304348.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,462,1590000000.0
3.0,3.0,1,146,146,6,51369863.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,426,750000000.0
3.0,2.0,1,58,0,4,5000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,290000000.0
3.0,2.0,1,65,0,3,296923077.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,743,193000000.0
2.0,2.0,1,59,59,3,627118644.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,146,370000000.0
3.0,5.0,4,221,221,6,791855204.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,73,1750000000.0
3.0,2.0,1,112,112,4,409821429.0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,554,459000000.0
2.0,3.0,2,94,85,5,617021277.0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,49,580000000.0
3.0,2.0,1,84,0,5,464285714.0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,198,390000000.0
3.0,2.0,1,75,75,4,466666667.0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,453,350000000.0
2.0,2.0,0,45,45,3,555555556.0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,356,250000000.0
3.0,2.0,1,68,68,4,529411765.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,686,360000000.0
1.0,2.0,0,61,0,6,696721311.0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,426,425000000.0
3.0,4.0,2,107,103,4,485981308.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,307,520000000.0
5.0,6.0,2,253,0,6,57312253.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,349,1450000000.0
3.0,4.0,2,158,0,6,1006329114.0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,345,1590000000.0
1.0,1.0,1,42,0,4,666666667.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,125,280000000.0
3.0,2.0,2,107,0,5,46728972.0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,415,500000000.0
5.0,6.0,4,250,240,5,6000000.0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,225,1500000000.0
2.0,2.0,1,67,67,5,604477612.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,522,405000000.0
3.0,3.0,2,180,165,6,611111111.0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,349,1100000000.0
3.0,2.0,1,64,62,3,3203125.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,255,205000000.0
3.0,2.0,1,65,65,4,427692308.0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,281,278000000.0
2.0,2.0,1,8045,0,4,696084525.0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,12,560000000.0
3.0,3.0,2,91,87,5,527472527.0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,391,480000000.0
2.0,2.0,2,66,66,4,590909091.0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,125,390000000.0
1.0,2.0,1,60,60,3,633333333.0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,150,380000000.0
3.0,2.0,1,9633,0,4,529430084.0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,168,510000000.0
2.0,2.0,0,54,0,3,311111111.0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,60,168000000.0
3.0,2.0,1,83,0,4,55060241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,457000000.0
3.0,3.0,1,81,81,4,777777778.0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,289,630000000.0
3.0,4.0,2,98,98,5,505102041.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,495000000.0
3.0,2.0,1,59,55,3,415254237.0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,772,245000000.0
3.0,3.0,2,119,108,5,81512605.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,391,970000000.0
3.0,3.0,2,146,146,4,410958904.0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,125,600000000.0
2.0,2.0,1,59,59,3,474576271.0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,168,280000000.0
3.0,3.0,2,118,0,6,737288136.0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,465,870000000.0
3.0,4.0,2,1374,130,6,509461426.0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,684,700000000.0
3.0,3.0,2,141,0,5,577304965.0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,391,814000000.0
3.0,2.0,1,110,110,4,540909091.0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,481,595000000.0
3.0,2.0,2,68,64,4,455882353.0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,311,310000000.0
4.0,3.0,2,153,153,4,581699346.0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,198,890000000.0
3.0,5.0,2,166,166,6,692771084.0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,636,1150000000.0
2.0,2.0,1,85,77,5,458823529.0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,522,390000000.0
3.0,3.0,2,112,112,5,535714286.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,580,600000000.0
4.0,2.0,2,113,113,4,433628319.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,507,490000000.0
4.0,5.0,3,220,220,6,672727273.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,349,1480000000.0
3.0,2.0,1,1125,1125,3,351111111.0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,678,395000000.0
3.0,4.0,2,175,175,6,5200000.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,573,910000000.0
3.0,4.0,2,9941,9941,4,441605472.0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,125,439000000.0
3.0,2.0,1,76,76,4,763157895.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,147,580000000.0
3.0,2.0,0,78,0,3,297435897.0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,686,232000000.0
3.0,4.0,2,12444,0,5,683060109.0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,522,850000000.0
3.0,3.0,1,81,81,4,777777778.0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,289,630000000.0
3.0,4.0,2,1374,130,6,509461426.0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,684,700000000.0
3.0,3.0,2,102,102,5,62745098.0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,522,640000000.0
2.0,2.0,1,59,59,3,474576271.0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,168,280000000.0
3.0,3.0,2,125,0,5,5832000.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,49,729000000.0
4.0,5.0,3,262,262,6,709923664.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,73,1860000000.0
3.0,4.0,2,202,202,6,420792079.0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,460,850000000.0
3.0,3.0,2,119,108,5,81512605.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,391,970000000.0
2.0,1.0,1,50,48,3,4900000.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,574,245000000.0
3.0,2.0,2,81,0,4,648148148.0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,113,525000000.0
4.0,4.0,3,195,195,6,1128205128.0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,345,2200000000.0
3.0,3.0,2,134,121,5,537313433.0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,198,720000000.0
3.0,2.0,1,69,63,3,413043478.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,85,285000000.0
3.0,2.0,1,83,0,4,55060241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,457000000.0
3.0,2.0,1,70,60,3,4700000.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,124,329000000.0
4.0,5.0,2,230,230,6,652173913.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,346,1500000000.0
2.0,2.0,0,83,0,4,65060241.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,377,540000000.0
2.0,3.0,2,94,0,5,819148936.0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,205,770000000.0
2.0,2.0,2,78,78,6,782051282.0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,646,610000000.0
2.0,2.0,1,70,70,6,564285714.0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,164,395000000.0
1.0,2.0,2,62,0,6,876129032.0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,165,543200000.0
3.0,2.0,2,111,111,5,445945946.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,198,495000000.0
3.0,5.0,4,418,386,6,933014354.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,426,3900000000.0
3.0,2.0,1,100,100,5,5000000.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,198,500000000.0
2.0,2.0,1,74,695,5,513513514.0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,522,380000000.0
5.0,3.0,1,300,300,4,566666667.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,362,1700000000.0
1.0,1.0,1,33,33,3,727272727.0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,151,240000000.0
5.0,5.0,3,263,258,6,863117871.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,167,2270000000.0
3.0,3.0,2,95,95,4,486631579.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,661,462300000.0
2.0,2.0,1,72,55,5,454166667.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,554,327000000.0
3.0,1.0,0,54,0,3,32037037.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,173000000.0
3.0,2.0,1,76,76,4,763157895.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,147,580000000.0
2.0,2.0,0,83,0,4,65060241.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,377,540000000.0
3.0,4.0,2,202,202,6,420792079.0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,460,850000000.0
3.0,2.0,2,90,90,4,572222222.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,125,515000000.0
2.0,2.0,1,64,64,3,4375000.0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,544,280000000.0
1.0,1.0,1,30,30,5,866666667.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,728,260000000.0
3.0,2.0,1,88,88,4,463636364.0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,731,408000000.0
3.0,5.0,2,183,163,6,683060109.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,76,1250000000.0
4.0,4.0,3,195,195,6,1128205128.0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,345,2200000000.0
2.0,3.0,1,93,0,6,720430108.0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,426,670000000.0
2.0,2.0,1,62,62,3,625806452.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,292,388000000.0
2.0,2.0,2,90,0,5,488888889.0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,494,440000000.0
2.0,2.0,1,54,51,3,462962963.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,81,250000000.0
3.0,4.0,2,12444,0,5,683060109.0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,522,850000000.0
1.0,1.0,1,70,70,6,714285714.0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,646,500000000.0
3.0,2.0,2,117,117,5,615384615.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,228,720000000.0
3.0,2.0,0,131,131,3,496183206.0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,146,650000000.0
2.0,1.0,2,66,66,6,636363636.0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,587,420000000.0
3.0,2.0,1,64,0,4,7281250.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,597,466000000.0
3.0,2.0,1,94,0,5,446808511.0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,198,420000000.0
1.0,2.0,1,57,0,5,614035088.0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,49,350000000.0
4.0,4.0,3,153,153,6,555555556.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,646,850000000.0
3.0,2.0,1,60,59,3,358333333.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,763,215000000.0
2.0,3.0,2,105,0,6,57047619.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,645,599000000.0
3.0,2.0,1,59,59,4,5000000.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,125,295000000.0
2.0,3.0,2,210,210,6,738095238.0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,162,1550000000.0
2.0,2.0,1,73,73,5,479452055.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,415,350000000.0
3.0,2.0,2,115,0,5,47826087.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,198,550000000.0
3.0,2.0,1,87,87,3,436781609.0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,124,380000000.0
3.0,3.0,2,104,104,5,365384615.0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,477,380000000.0
3.0,4.0,4,230,206,6,956521739.0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,29,2200000000.0
2.0,2.0,1,69,0,5,579710145.0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,415,400000000.0
2.0,2.0,1,63,63,5,1023809524.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,665,645000000.0
3.0,3.0,2,102,102,6,588235294.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,422,600000000.0
3.0,5.0,2,137,0,5,459854015.0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,229,630000000.0
2.0,2.0,1,52,52,3,528846154.0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,483,275000000.0
3.0,3.0,1,113,113,5,424778761.0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,14,480000000.0
3.0,2.0,0,59,0,3,415254237.0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,574,245000000.0
2.0,2.0,2,795,0,5,679245283.0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,346,540000000.0
2.0,3.0,2,68,0,5,735294118.0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,49,500000000.0
3.0,2.0,1,90,90,4,533333333.0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,533,480000000.0
3.0,2.0,0,65,51,3,338461538.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,451,220000000.0
3.0,1.0,0,48,48,3,364583333.0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,463,175000000.0
4.0,6.0,4,55698,530,6,1256777622.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,647,7000000000.0
2.0,1.0,0,42,0,2,323809524.0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,179,136000000.0
3.0,2.0,1,5927,59,4,632697824.0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,300,375000000.0
3.0,1.0,0,42,42,2,266666667.0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,733,112000000.0
3.0,2.0,1,87,87,4,517241379.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,85,450000000.0
4.0,3.0,1,90,0,4,477777778.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,450,430000000.0
1.0,2.0,1,46,42,3,739130435.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,340000000.0
3.0,2.0,1,91,80,4,492307692.0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,445,448000000.0
2.0,2.0,1,715,70,4,391608392.0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,277,280000000.0
3.0,3.0,2,125,125,6,6960000.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,648,870000000.0
2.0,2.0,0,59,59,3,457627119.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,292,270000000.0
5.0,5.0,3,263,258,6,863117871.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,167,2270000000.0
3.0,2.0,1,75,0,3,441333333.0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,749,331000000.0
3.0,2.0,1,59,59,4,5000000.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,125,295000000.0
3.0,2.0,1,78,77,3,46025641.0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,394,359000000.0
3.0,1.0,0,52,0,4,384615385.0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,198,200000000.0
3.0,3.0,2,102,102,6,588235294.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,422,600000000.0
4.0,7.0,6,320,320,5,10000000.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,665,3200000000.0
3.0,1.0,0,42,42,2,266666667.0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,733,112000000.0
3.0,2.0,0,65,51,3,338461538.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,451,220000000.0
3.0,3.0,2,131,131,5,458015267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,600000000.0
2.0,2.0,1,53,53,3,547169811.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,612,290000000.0
3.0,3.0,1,113,113,5,424778761.0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,14,480000000.0
3.0,2.0,1,83,80,3,385542169.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,373,320000000.0
3.0,1.0,0,53,0,3,320754717.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,58,170000000.0
3.0,2.0,1,62,62,4,690322581.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,176,428000000.0
3.0,2.0,1,83,75,5,530120482.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,472,440000000.0
1.0,2.0,1,46,42,3,739130435.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,340000000.0
3.0,4.0,2,175,0,6,497142857.0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,164,870000000.0
1.0,2.0,2,49,0,4,693877551.0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,125,340000000.0
3.0,3.0,2,167,167,6,1311377246.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,250,2190000000.0
2.0,2.0,1,58,58,6,862068966.0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,165,500000000.0
1.0,1.0,1,20,18,4,8400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,168000000.0
3.0,2.0,1,88,0,4,463636364.0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,604,408000000.0
3.0,2.0,1,62,54,4,5000000.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,301,310000000.0
2.0,1.0,1,44,0,3,420454545.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,185000000.0
1.0,2.0,2,86,0,6,1279069767.0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,167,1100000000.0
3.0,4.0,2,98,98,5,613265306.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,522,601000000.0
2.0,1.0,0,42,0,2,323809524.0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,179,136000000.0
3.0,3.0,1,101,50,5,396039604.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,468,400000000.0
3.0,2.0,0,59,0,3,415254237.0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,574,245000000.0
3.0,4.0,2,261,261,6,727969349.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,783,1900000000.0
