habitaciones,baños,parqueaderos,area_construida,area_privada,estrato,precio_m2,Ascensor,Circuito cerrado de TV,Parqueadero Visitantes,Portería / Recepción,Zonas Verdes,Salón Comunal,Balcón,Barra estilo americano,Calentador,Chimenea,Citófono,Cocina Integral,Terraza,Vigilancia,Parques cercanos,Estudio,Patio,Depósito / Bodega,ubicacion,precio
3.0,1.0,0,47,47,2,269148936.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,63,126500000.0
2.0,2.0,1,54,54,3,533333333.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,81,288000000.0
2.0,2.0,2,62,62,5,7500000.0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,229,465000000.0
3.0,2.0,0,62,58,3,351612903.0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,662,218000000.0
3.0,2.0,1,58,0,4,689655172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,400000000.0
2.0,2.0,2,90,0,5,488888889.0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,494,440000000.0
3.0,2.0,1,85,85,4,376470588.0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,59,320000000.0
3.0,3.0,2,167,167,6,1311377246.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,250,2190000000.0
3.0,2.0,1,72,72,4,451388889.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,281,325000000.0
2.0,1.0,0,41,41,2,280487805.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,63,115000000.0
3.0,2.0,0,50,0,2,4000000.0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,301,200000000.0
3.0,4.0,2,123,123,5,479674797.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,590000000.0
3.0,2.0,1,54,54,3,5000000.0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,10,270000000.0
2.0,1.0,0,49,49,3,397959184.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,701,195000000.0
2.0,2.0,0,90,90,3,455555556.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,146,410000000.0
3.0,2.0,0,66,66,2,271212121.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,755,179000000.0
2.0,1.0,0,42,36,3,428571429.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,720,180000000.0
3.0,2.0,0,47,47,3,446808511.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,776,210000000.0
4.0,4.0,1,132,0,4,397727273.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,125,525000000.0
3.0,2.0,1,69,69,4,57826087.0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,259,399000000.0
2.0,2.0,2,82,65,5,530487805.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,686,435000000.0
2.0,2.0,1,73,73,4,668493151.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,512,488000000.0
1.0,2.0,1,6648,53,5,819795427.0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,25,545000000.0
2.0,2.0,2,82,65,5,530487805.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,686,435000000.0
2.0,1.0,0,40,40,2,2850000.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,63,114000000.0
3.0,3.0,2,199,199,6,552763819.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,648,1100000000.0
2.0,3.0,2,134,120,5,76119403.0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,494,1020000000.0
4.0,5.0,3,168,0,6,714285714.0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,76,1200000000.0
2.0,1.0,1,41,0,3,485365854.0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,289,199000000.0
3.0,2.0,1,60,60,3,391666667.0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,311,235000000.0
3.0,2.0,0,53,53,3,301886792.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,398,160000000.0
3.0,4.0,2,104,104,3,422115385.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,304,439000000.0
3.0,3.0,1,101,50,5,396039604.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,468,400000000.0
2.0,2.0,1,45,42,3,502222222.0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,772,226000000.0
3.0,3.0,1,138,0,6,572463768.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,465,790000000.0
3.0,1.0,1,50,50,2,3300000.0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,248,165000000.0
1.0,1.0,1,38,38,4,842105263.0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,147,320000000.0
3.0,4.0,4,261,261,6,1689946115.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,345,4410759360.0
1.0,2.0,2,96,70,6,7187500.0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,345,690000000.0
2.0,2.0,1,61,61,3,636065574.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,148,388000000.0
3.0,2.0,0,70,70,3,314285714.0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,124,220000000.0
3.0,2.0,1,75,75,3,4400000.0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,86,330000000.0
2.0,1.0,0,40,40,2,3125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,125000000.0
3.0,2.0,2,7171,7171,5,5299121.0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,482,380000000.0
4.0,5.0,4,328,328,6,137195122.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,731,4500000000.0
2.0,2.0,1,7236,0,6,739358762.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,465,535000000.0
3.0,2.0,1,108,108,4,472222222.0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,135,510000000.0
3.0,2.0,1,87,87,4,379310345.0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,447,330000000.0
3.0,2.0,1,66,66,4,515151515.0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,748,340000000.0
3.0,2.0,1,78,78,4,474358974.0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,448,370000000.0
3.0,3.0,1,114,47,6,447368421.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,648,510000000.0
3.0,3.0,1,87,87,4,701149425.0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,356,610000000.0
2.0,3.0,1,72,72,4,652777778.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,601,470000000.0
2.0,2.0,1,80,0,5,5562500.0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,554,445000000.0
2.0,1.0,1,55,88,4,543636364.0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,55,299000000.0
3.0,1.0,0,53,0,3,320754717.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,58,170000000.0
5.0,5.0,2,265,0,5,483018868.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,731,1280000000.0
4.0,1.0,2,125,0,5,6560000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,686,820000000.0
3.0,2.0,1,72,0,3,527777778.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,731,380000000.0
3.0,2.0,1,106,0,4,372641509.0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,125,395000000.0
3.0,1.0,0,53,0,3,339622642.0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,58,180000000.0
3.0,2.0,1,63,0,4,396825397.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,731,250000000.0
3.0,3.0,1,112,0,4,410714286.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,460000000.0
3.0,2.0,0,63,0,3,257142857.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,571,162000000.0
3.0,2.0,1,64,0,3,3984375.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,571,255000000.0
2.0,3.0,4,193,178,6,663212435.0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,349,1280000000.0
3.0,5.0,3,154,154,6,766233766.0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,731,1180000000.0
1.0,1.0,0,40,40,4,5500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,220000000.0
1.0,2.0,0,124,0,4,387096774.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,348,480000000.0
2.0,2.0,1,51,0,4,843137255.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,146,430000000.0
3.0,2.0,2,108,0,6,555555556.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,600000000.0
2.0,2.0,1,49,0,3,5000000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,571,245000000.0
3.0,1.0,0,52,0,3,346153846.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270,180000000.0
2.0,2.0,1,55,0,4,690909091.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,731,380000000.0
3.0,4.0,2,107,103,4,485981308.0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,307,520000000.0
3.0,2.0,1,76,76,4,414473684.0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,447,315000000.0
3.0,2.0,1,76,76,4,763157895.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,147,580000000.0
3.0,3.0,1,92,0,5,47826087.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,252,440000000.0
4.0,6.0,3,298,0,6,1040268456.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,731,3100000000.0
3.0,2.0,1,75,0,3,466666667.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,686,350000000.0
3.0,3.0,2,138,0,4,543478261.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,731,750000000.0
3.0,3.0,1,200,0,6,3625000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,731,725000000.0
2.0,1.0,0,47,0,4,5500000.0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,147,258500000.0
3.0,2.0,1,56,0,4,6250000.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,332,350000000.0
3.0,1.0,0,55,0,2,236363636.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,63,130000000.0
1.0,1.0,1,25,0,3,6800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,686,170000000.0
3.0,3.0,2,140,0,5,707142857.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,686,990000000.0
3.0,3.0,1,87,0,4,701149425.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,396,610000000.0
2.0,2.0,2,130,0,6,461538462.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,731,600000000.0
3.0,3.0,2,114,0,5,48245614.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,686,550000000.0
3.0,2.0,1,110,0,4,263636364.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,116,290000000.0
2.0,2.0,2,72,0,5,527777778.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,686,380000000.0
3.0,2.0,1,77,0,4,428571429.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,731,330000000.0
3.0,3.0,1,93,0,6,489247312.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,731,455000000.0
2.0,2.0,1,80,0,5,581250011.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,465000009.0
3.0,3.0,2,120,0,5,466666667.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,686,560000000.0
3.0,4.0,2,121,0,6,570247934.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,146,690000000.0
2.0,1.0,0,50,0,3,2700000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,332,135000000.0
3.0,2.0,1,63,0,4,66984127.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,43,422000000.0
3.0,3.0,1,106,0,4,349056604.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,686,370000000.0
3.0,3.0,2,200,0,6,5150000.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,646,1030000000.0
3.0,2.0,1,69,0,4,550724638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,380000000.0
3.0,2.0,1,72,72,4,513888889.0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,125,370000000.0
2.0,2.0,1,66,71,4,424242424.0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,277,280000000.0
3.0,2.0,2,102,0,4,725490196.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,700,740000000.0
3.0,2.0,1,60,0,3,4500000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,270,270000000.0
2.0,1.0,0,42,0,3,595238095.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270,250000000.0
3.0,1.0,0,42,0,2,354761905.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,686,149000000.0
3.0,2.0,1,108,0,4,416666667.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,700,450000000.0
3.0,3.0,1,138,0,4,536231884.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,146,740000000.0
2.0,2.0,0,75,0,3,386666667.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,332,290000000.0
2.0,1.0,0,60,0,3,416666667.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270,250000000.0
2.0,2.0,2,65,0,4,638461538.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,686,415000000.0
3.0,2.0,2,122,0,5,508196721.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,174,620000000.0
2.0,2.0,2,108,0,6,722222222.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,146,780000000.0
3.0,2.0,2,60,0,4,483333333.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,731,290000000.0
2.0,2.0,1,74,0,5,674189189.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,731,498900000.0
3.0,3.0,2,124,0,6,524193548.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,650000000.0
3.0,3.0,2,106,0,5,575471698.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,686,610000000.0
2.0,1.0,1,52,0,3,471153846.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,552,245000000.0
3.0,2.0,1,78,0,2,487179487.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,686,380000000.0
3.0,2.0,0,58,0,3,431034483.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270,250000000.0
2.0,1.0,1,55,0,4,572727273.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,731,315000000.0
3.0,4.0,2,171,171,6,502923977.0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,806,860000000.0
3.0,2.0,0,50,50,3,4500000.0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,312,225000000.0
3.0,2.0,2,117,111,4,461538462.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,125,540000000.0
1.0,1.0,1,49,49,6,724489796.0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,465,355000000.0
2.0,1.0,0,49,0,1,316326531.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,289,155000000.0
2.0,1.0,0,48,0,3,447916667.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,700,215000000.0
2.0,2.0,1,58,0,3,465517241.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,686,270000000.0
3.0,3.0,2,169,0,6,650887574.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,1100000000.0
1.0,1.0,1,38,0,3,776315789.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,700,295000000.0
4.0,3.0,1,156,0,4,333333333.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,521,520000000.0
3.0,2.0,1,75,0,3,433333333.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,686,325000000.0
3.0,1.0,0,48,0,2,270833333.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,332,130000000.0
2.0,1.0,0,46,0,3,347826087.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,332,160000000.0
2.0,1.0,0,50,0,2,2800000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,677,140000000.0
1.0,2.0,1,41,0,5,62195122.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,255000000.0
2.0,2.0,2,64,0,6,5000000.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,731,320000000.0
3.0,2.0,0,59,0,3,308474576.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,170,182000000.0
1.0,2.0,2,57,0,6,649122807.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,731,370000000.0
3.0,1.0,0,43,0,2,279069767.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,332,120000000.0
3.0,2.0,1,67,0,3,46119403.0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,530,309000000.0
3.0,3.0,2,138,138,6,637681159.0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,105,880000000.0
3.0,4.0,2,109,109,4,504587156.0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,731,550000000.0
2.0,3.0,2,182,182,6,755494505.0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,146,1375000000.0
3.0,2.0,2,105,0,4,520952381.0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,663,547000000.0
3.0,2.0,1,90,90,4,488888889.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,448,440000000.0
3.0,2.0,3,90,90,4,544444444.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,448,490000000.0
2.0,3.0,1,98,82,6,408163265.0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,646,400000000.0
3.0,3.0,1,76,0,3,363157895.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,731,276000000.0
3.0,2.0,1,48,48,4,458333333.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,712,220000000.0
3.0,2.0,1,56,56,3,3875000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,608,217000000.0
1.0,2.0,1,48,48,6,8750000.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,146,420000000.0
3.0,2.0,0,52,52,3,326923077.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,688,170000000.0
2.0,1.0,0,49,45,3,383673469.0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,58,188000000.0
3.0,2.0,1,72,0,3,383333333.0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,27,276000000.0
3.0,3.0,3,124,124,6,685483871.0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,162,850000000.0
3.0,3.0,2,118,118,5,5000000.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,127,590000000.0
3.0,3.0,3,174,174,6,686781609.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,162,1195000000.0
3.0,3.0,2,134,107,5,541791045.0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,198,726000000.0
1.0,1.0,1,40,40,5,8375000.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,580,335000000.0
2.0,1.0,1,50,50,3,3220000.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,592,161000000.0
4.0,4.0,3,29802,0,6,590230244.0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,731,1759004172.0
3.0,3.0,2,112,112,5,455357143.0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,198,510000000.0
3.0,3.0,3,195,195,5,707692308.0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,803,1380000000.0
3.0,2.0,1,8163,0,4,747274286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,610000000.0
2.0,2.0,2,118,0,6,491525424.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,160,580000000.0
2.0,2.0,2,72,72,4,506944444.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,365000000.0
3.0,3.0,2,114,114,5,48245614.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,550000000.0
3.0,1.0,1,50,0,4,5200000.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,198,260000000.0
2.0,3.0,1,68,63,5,617647059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,420000000.0
3.0,2.0,3,90,90,4,544444444.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,448,490000000.0
3.0,1.0,0,48,0,3,3750000.0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,58,180000000.0
3.0,2.0,0,53,49,3,40754717.0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,439,216000000.0
3.0,1.0,0,52,52,3,311538462.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,688,162000000.0
3.0,1.0,0,55,0,3,290909091.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212,160000000.0
3.0,2.0,1,57,57,4,473684211.0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,311,270000000.0
4.0,4.0,2,176,176,5,511363636.0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,218,900000000.0
3.0,2.0,1,68,68,4,529411765.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,311,360000000.0
2.0,2.0,1,94,94,5,526595745.0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,235,495000000.0
3.0,2.0,1,62,62,3,548387097.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,120,340000000.0
2.0,2.0,1,7646,7186,6,719330369.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,164,550000000.0
3.0,4.0,5,482,482,6,1141078838.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,345,5500000000.0
3.0,2.0,1,95,84,4,5000000.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,670,475000000.0
3.0,2.0,1,82,0,4,469512195.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,811,385000000.0
3.0,4.0,2,2425,2425,6,762886598.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,434,1850000000.0
4.0,4.0,2,158,158,5,474683544.0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,522,750000000.0
2.0,2.0,2,625,625,5,5744000.0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,44,359000000.0
3.0,3.0,2,96,0,5,697916667.0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,615,670000000.0
3.0,3.0,2,314,314,6,7500000.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,245,2355000000.0
2.0,2.0,1,60,60,4,691666667.0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,113,415000000.0
3.0,3.0,2,152,152,6,559210526.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,850000000.0
3.0,3.0,2,174,0,5,683908046.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,731,1190000000.0
2.0,1.0,0,46,0,2,3000000.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,66,138000000.0
3.0,1.0,0,46,0,2,319565217.0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,293,147000000.0
3.0,3.0,1,97,0,3,402061856.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,282,390000000.0
3.0,4.0,2,137,137,5,635036496.0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,660,870000000.0
4.0,4.0,2,230,183,6,430434783.0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,648,990000000.0
3.0,4.0,2,100,100,6,6150000.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,646,615000000.0
2.0,2.0,2,97,97,6,87628866.0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,636,850000000.0
2.0,2.0,2,8481,8481,6,574932201.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,465,487600000.0
3.0,5.0,3,250,245,6,9200000.0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,162,2300000000.0
3.0,3.0,2,124,0,5,725806452.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,646,900000000.0
3.0,1.0,0,49,0,2,332653061.0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,63,163000000.0
2.0,2.0,1,71109,0,5,682051498.0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,132,485000000.0
2.0,1.0,0,39,0,3,384615385.0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,761,150000000.0
3.0,5.0,3,303,301,6,702970297.0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,426,2130000000.0
