car_model,price,year_model,kms
Renault Duster 1.6 Dynamique,$58.900.000,2019,79000
Renault Duster 1.6 Zen Mt,$69.999.000,2022,47500
Renault Duster Oroch 2.0 Expression,$77.000.000,2022,21000
Renault Duster 1.3 Intense Mt 4x4,$93.000.000,2022,30647
Renault Duster 2.0 Dynamique 4x2,$45.500.000,2015,99200
Renault Duster 1.6 Expression Mecánica,$41.800.000,2013,130000
Renault Oroch Outsider 1.3 T Mt 4x4  2023,$95.900.000,2023,11065
Renault Duster dinamique 4x4,$67.000.000,2021,85500
Renault Duster Iconic 1.3 Turbo Mt 4X4,$95.900.000,2023,2190
Renault Duster 2.0 Dynamique 4x2,$42.000.000,2015,38100
Renault Duster INTENS,$85.000.000,2022,24154
Renault Duster 1.6 Intense Mt,$85.000.000,2024,9800
Renault Duster Oroch 2.0 Intens,$66.900.000,2019,63000
Renault Duster 2.0 Dynamique 4x4,$69.900.000,2021,50000
Renault Duster 2.0 Dynamique 4x2,$50.000.000,2016,106000
Renault Duster Intens Tp 1300cc T 4x2 2023,$95.500.000,2023,6619
Renault Duster 1.3 Intense Cvt,$82.990.000,2022,68700
Renault Duster Iconic Aut 4x2 Modelo 2024 ,$97.500.000,2024,6000
Renault Duster 1.6 Expression,$39.000.000,2016,226295
Renault Oroch,$91.000.000,2023,19000
Renault Duster 1.6 Expression Mecánica,$43.500.000,2014,127464
Renault Duster Dynamique Automática,$49.900.000,2016,72000
Renault Duster Oroch 2.0 Intens,$72.900.000,2021,45000
Renault Duster 1.3 T Iconic Mt 4X4,$105.000.000,2024,0
Renault Duster 1.3 Intense Cvt,$76.900.000,2022,15000
Renault Duster 2.0 Dynamique 4x4,$57.900.000,2018,60000
Renault Duster 1.6 Intense Mt,$77.000.000,2022,111111
Renault Duster 1.3 T Iconic Cvt,$96.000.000,2024,3000
Renault Duster 1.3 Intense Cvt,$81.000.000,2022,23000
Renault Duster 1.6 Expression Mecánica,$55.000.000,2019,91900
Renault Duster 1.3 Intense Mt 4x4,$88.000.000,2022,65000
Renault Duster 1.6 Expression Mecánica,$41.800.000,2013,125813
Renault Duster Dynamique 4x2 Automatica,$44.990.000,2017,66000
Renault Duster 2.0 Dynamique 4x2,$43.900.000,2013,122000
Renault Duster 2.0 Dynamique 4x2,$46.900.000,2015,72000
Renault Oroch Cargo 1.3 T Mt 4x4  2023,$92.900.000,2023,470
Renault Duster 1.6 Expression Mecánica,$38.800.000,2015,160000
Renault Duster 2.0 Dynamique 4x4,$55.000.000,2021,42500
Renault Duster 1.6 Expression Mecánica,$67.000.000,2020,52000
Renault Duster 1.6 Expression Mecánica,$44.000.000,2015,129000
Renault Duster Oroch 2.0 Intens,$76.900.000,2022,24900
Renault Duster Oroch Mecancica 6 Vel. 4x4x Full Equipo,$68.990.000,2020,69000
Renault Duster Iconic Cvt,$108.490.000,2022,0
Renault Duster Iconic 4x4,$111.490.000,2023,0
Renault Duster 2.0 Dynamique 4x2,$65.000.000,2019,28800
Duster Oroch Intens Outsaider,$98.000.000,2023,15300
Renault Duster Oroch 2.0 Intens,$78.000.000,2022,35000
Renault Duster 1.3 T Iconic Cvt,$97.500.000,2023,8500
Renault Duster Dynamique,$41.999.999,2014,95000
Renault Duster 1.6 Intense Mt,$75.900.000,2023,2220
Renault Duster 1.6 Dynamique,$61.000.000,2019,128200
Renault Duster 2.0 Dynamique 4x2,$63.000.000,2019,58000
Renault Duster 1.3 Intense Mt 4x4,$85.000.000,2022,50104
Renault Duster 2.0 Dynamique 4x2,$63.900.000,2020,37750
Renault Duster 2.0 Dynamique 4x2,$53.000.000,2016,73118
Renault Duster 2.0 Dynamique 4x2,$62.900.000,2019,101000
Renault Duster 2.0 Dynamique 4x2,$45.000.000,2013,102400
Renault Duster 2.0 Dynamique 4x4,$49.500.000,2015,89249
Renault Duster 1.3 T Iconic Mt 4X4,$95.900.000,2024,11000
Renault Duster 1.6 Expression Mecánica,$37.200.000,2013,155000
Renault Duster 1.6 Dynamique,$50.900.000,2017,76350
Renault Duster 1.6 Expression Mecánica,$43.000.000,2015,257874
Renault Duster Oroch Dynamique,$66.000.000,2019,89269
Renault Duster Oroch 2.0 Dynamique,$57.900.000,2017,133900
Renault Duster 2.0 Dynamique 4x2,$49.900.000,2017,49000
Renault Duster Expression Mt,$56.990.000,2021,134000
Renault Duster 2.0 Dynamique 4x2,$43.890.000,2015,120000
Renault Duster Oroch Dynamique,$76.990.000,2021,26600
Renault Duster 1.6 Expression Mecánica,$60.900.000,2020,55805
Renault Duster 2.0 Dynamique 4x2,$42.800.000,2014,87000
Renault Duster 2.0 Dynamique 4x2,$39.800.000,2013,85000
Renault Duster 2.0 Dynamique 4x2,$59.000.000,2019,56000
Renault Duster 1.3 Intense Mt 4x4,$83.900.000,2022,47000
Renault Duster 2.0 Dynamique 4x2,$48.500.000,2016,84000
Renault Duster 1.6 Intense,$83.000.000,2023,18000
Renault Duster 1.6 Expression Mecánica,$56.990.000,2020,59000
Renault Duster 1.3 Intense Mt 4x4,$92.500.000,2023,17000
Renault Duster Oroch intens 4x4,$78.000.000,2020,45100
Renault Duster Oroch 1.4 T Automatica,$94.900.000,2023,5000
Renault Duster 1.3 Iconic Aut,$85.900.000,2024,13000
Renault Duster Oroch 2023 4x4 8.500 Kms 1.300cc Turbo,$94.800.000,2023,8500
Renault Duster Dynamique,$72.000.000,2020,40000
Renault Duster 2.0 Dynamique 4x4,$58.500.000,2017,86000
Renault Oroch Intens 4x4 Outsider 2023,$110.900.000,2023,0
Renault Duster 2017 Full Equipo,$43.800.000,2017,102000
Renault Duster Oroch 2.0 Dynamique,$62.500.000,2019,63000
Renault Duster 1.3 Intense Cvt,$90.000.000,2023,7200
Renault Duster 1.3 Intense Cvt,$76.800.000,2022,42500
Renault Duster 2.0 Dynamique 4x2,$49.000.000,2017,62000
Renault Duster 2.0 Dynamique 4x2,$49.000.000,2017,79000
Renault Duster 2.0 Dynamique 4x2,$36.000.000,2013,261277
Renault Duster 2.0 Dynamique 4x4,$47.500.000,2015,130000
Renault Duster 2017 4x4 Dynamique,$53.800.000,2017,164000
Renault Duster 1.3 Intense Mt 4x4,$84.000.000,2022,59600
Renault Duster Oroch 2.0 Dynamique,$73.000.000,2020,66000
Renault Duster Oroch 2.0 Dynamique,$57.750.000,2017,78000
Renault Duster 2.0 Dynamique 4x4,$67.500.000,2021,70000
Renault Duster 1.6 Expression Mecánica,$50.000.000,2018,113000
Renault Duster Zen 2024,$85.800.000,2024,0
Renault Duster 1.6 Dynamique,$49.800.000,2018,53000
Renault Duster 2.0 Dynamique 4x2,$59.490.000,2019,48600
Renault Duster 1.3 Intense Mt 4x4,$85.000.000,2022,34472
Renault Duster 2.0 Dynamique 4x4,$59.000.000,2020,82536
Renault Duster Oroch Zen 4*4 2023 Blanco Glacial  Lmk175,$82.900.000,2023,23500
Renault Duster Oroch 2.0 Expression,$55.000.000,2017,110000
Renault Duster INTENSE,$76.900.000,2022,27000
Renault Duster polar 4x4 mecánica,$63.500.000,2020,71000
Renault Duster Dynamique 4x2 Aut.,$46.900.000,2016,103000
Duster Iconic Mt,$87.900.000,2024,1355
Renault Duster 2.0 Dynamique 4x2,$49.900.000,2015,98000
Renault Duster Oroch 2.0 Intens,$74.490.000,2021,33658
Renault Duster Oroch Intens,$90.500.000,2023,4500
Renault Duster Zen,$81.900.000,2023,4000
Renault Duster 1.6 Intense,$69.990.000,2021,41800
Renault Duster Intens Cvt,$80.900.000,2022,18800
Renault Duster Oroch Intens,$90.500.000,2023,13000
Renault Duster 2.0 Dynamique 4x4,$44.000.000,2015,88776
Renault Duster 1.3 Intense Cvt,$97.000.000,2023,4500
Renault Duster 2.0 Dynamique 4x4,$67.000.000,2021,30000
Renault Duster Oroch Dynamique,$58.000.000,2018,85000
Renault Duster 1.3 Intense Cvt,$75.800.000,2022,43000
Renault Duster 1.6 Dynamique Mecánica,$50.000.000,2020,59338
Renault Duster 2.0 Expression,$64.900.000,2020,46000
Renault Duster 2.0 Dynamique 4x4,$72.000.000,2021,30000
Renault Duster Zen 1.600 2018 Beige Cendre Eil376,$53.900.000,2018,60300
Renault Duster 1.6 Zen,$84.990.000,2023,0
Renault Oroch 4x4 Outsider,$110.400.000,2023,0
Renault Duster 1.6 Expression Mecánica,$48.000.000,2017,132000
Renault Duster 1.3 Intense Mt 4x4,$84.000.000,2022,27159
Renault Duster Oroch 2.0 Intens,$73.500.000,2021,40000
Renault Duster 2.0 Dynamique 4x2,$43.000.000,2014,104000
Renault Duster,$47.900.000,2014,118000
Renault Duster 2.0 Dynamique 4x2,$57.000.000,2021,24000
Renault Duster 2.0 Dynamique 4x4,$47.000.000,2014,130000
Renault Duster 2.0 Dynamique 4x2,$69.000.000,2020,65500
Renault Duster Oroch,$98.000.000,2023,5262
Renault Duster 1.3 Intense Cvt,$98.500.000,2023,5044
Renault Duster 1.6 Expression Mecánica,$45.000.000,2015,110367
Renault Oroch,$105.000.000,2023,6500
Renault Duster Oroch 2.0 Intens,$104.000.000,2023,20819
Renault Duster Oroch 2.0 Intens,$73.990.000,2022,67000
Renault Duster 1.3 Intense Mt 4x4,$82.000.000,2022,37000
Renault Duster Oroch 1.3t Outsider 4x4 2023 ,$87.500.000,2023,25000
Renault Duster 1.6 Intense,$65.500.000,2021,22000
Renault Duster 1.3 Intense Mt 4x4 Outsider,$86.900.000,2023,41000
Renault Duster Intens 2018,$58.500.000,2018,52000
Renault Duster 2.0 Dynamique 4x4,$63.000.000,2020,65000
Renault Duster 1.6 Intense Mt,$79.900.000,2023,29000
Renault Duster 1.3 T Iconic Cvt,$89.500.000,2024,5500
Renault Duster 2.0 Expression,$50.000.000,2016,61458
Renault Duster 1.6 Intense Mt,$80.000.000,2023,8800
Renault Duster 1.3 Intense Cvt,$85.000.000,2023,17500
Renault Oroch Dackar La Mas Refull Rin 17 Nuevos Y Llantas ,$66.000.000,2018,20750
Renault Duster 1.6 Intense Mt,$78.500.000,2023,25000
Renault Duster DYNAMIQUE PLUS 2.0 MEC 4X2,$46.900.000,2014,86182
Renault Duster 2.0 Dynamique Plus,$38.900.000,2015,103000
Renault Duster 1.6 Dynamique,$47.800.000,2019,64000
Renault Duster 2.0 Dynamique 4x2,$67.900.000,2021,17789
Renault Duster 2.0 Dynamique 4x2,$43.200.000,2014,97000
Renault Duster 1.6 Expression Mecánica,$45.900.000,2016,75500
Renault Duster 1.6 Expression,$69.000.000,2021,19500
Renault Duster 2.0 Dynamique 4x2,$64.900.000,2020,35800
Renault Duster 2.0 Dynamique 4x2,$50.500.000,2016,109000
Renault Duster 2.0 Dynamique 4x2,$48.500.000,2016,102000
Renault Duster 2.0 Dynamique 4x2,$46.000.000,2013,38000
Renault Duster 1.6 Dynamique Mecánica,$60.000.000,2020,89400
Renault Duster 2.0 Dynamique 4x2,$45.000.000,2015,120000
Renault Duster 2.0 Dynamique 4x2,$67.000.000,2021,26000
Renault Duster Polar 2.0 4x4 2020,$59.900.000,2020,92000
Renault Duster Polar 2.0 4x4,$64.500.000,2020,53000
Renault Duster 2.0 Dynamique 4x2,$48.800.000,2016,62000
Renault Duster 2.0 Dynamique 4x4,$44.000.000,2015,121000
Renault Duster Zen,$80.000.000,2023,20000
Renault Duster 2.0 Dynamique 4x4,$59.000.000,2020,66000
Renault Duster 2.0 Dynamique 4x4,$57.500.000,2016,52000
Renault Duster 2.0 Dynamique 4x4,$56.000.000,2017,88600
Renault Duster 1.3 T Iconic Mt 4X4,$99.500.000,2024,5000
Renault Duster Oroch 2020 Zen,$59.000.000,2020,93435
Renault Duster 2.0 Dynamique 4x4,$44.400.000,2013,79200
Renault Duster 2.0 Dynamique 4x4,$56.000.000,2019,60000
Renault Duster 1.6 Intense,$72.500.000,2022,45000
Renault Duster 1.6 Intens ,$54.000.000,2018,96000
Renault Duster 1.6 Dynamique,$55.000.000,2017,34220
Renault Duster 2.0 Dynamique 4x2,$52.800.000,2016,78000
Renault Duster 2.0 Dynamique 4x2,$45.500.000,2014,131000
Renault Duster 1.6 Dynamique,$68.000.000,2021,21000
Renault Duster 2.0 Discovery,$40.900.000,2014,135023
Renault Duster 1.6 Zen Mt,$81.990.000,2024,10
Renault Duster 1.3 Intense Mt 4x4,$86.900.000,2023,28000
Renault Duster dynamique 4x2,$42.000.000,2013,93000
Renault Duster 1.6 Expression Mecánica,$55.000.000,2020,125000
Renault Duster 1.3 Intense Cvt,$86.000.000,2022,31000
Renault Duster 1.6 Expression Mecánica,$42.000.000,2014,132800
Renault Duster 2.0 Intens Automática Con Cámara De Seguridad,$75.000.000,2018,12000
Renault Duster 2.0 Dynamique 4x2,$39.500.000,2013,110200
Renault Duster Oroch 2.0 Dynamique,$61.500.000,2017,48000
Renault Duster 1.6 Intense,$80.000.000,2022,30000
Renault Duster 2.0 Dynamique 4x4,$62.000.000,2019,43800
Renault Duster 1.6 Dynamique Mecánica,$60.000.000,2020,61000
Renault Duster 1.6 Dynamique Mecánica,$54.000.000,2020,218623
Renault Duster 2.0 Dynamique 4x2,$59.000.000,2018,50000
Renault Duster Intens 4x2 2.0,$71.000.000,2021,40000
Renault Duster 2.0 Dynamique 4x4,$59.000.000,2019,81000
Renault Duster 2.0 Dynamique 4x4,$72.000.000,2020,78000
Renault Duster 2.0 Dynamique 4x4,$46.000.000,2016,260000
Renault Duster 2.0 Dynamique 4x4,$42.000.000,2014,220000
Renault Duster 2.0 Dynamique 4x2,$44.999.999,2019,40000
Renault Duster 1.6 Expression Mecánica,$39.500.000,2013,98000
Renault Duster 1.6 Expression Mecánica,$50.000.000,2017,87000
Renault Duster 1.6 Expression Mecánica,$43.000.000,2016,206000
Renault Duster 1.3 Intense Cvt,$77.500.000,2022,31000
Renault Duster 2.0 Dynamique 4x2,$59.000.000,2019,62000
Renault Duster 1.3 Intense Mt 4x4 Outsider,$83.000.000,2022,41500
Renault Duster Duster ,$55.000.000,2017,126000
Renault Duster 1.6 Zen Mt,$79.000.000,2024,1
Renault Duster 1.6 Expression Mecánica,$42.000.000,2014,99800
Renault Duster 1.3 T Iconic Mt 4X4,$95.800.000,2023,19000
Renault Duster 1.6 Intense Mt,$85.000.000,2024,9000
Renault Duster 1.6 Expression Mecánica,$50.000.000,2017,58750
Renault Duster 2.0 Dynamique 4x2,$43.500.000,2015,164000
Renault Duster 2.0 Dynamique 4x2,$46.000.000,2017,198000
Renault Duster 1.6 Expression,$60.000.000,2021,214000
Renault Duster 1.3 Intense Cvt,$82.900.000,2022,25000
Renault Duster 1.6 Intense,$65.000.000,2021,39000
Renault Duster Oroch 2.0 Dynamique,$66.700.000,2018,27000
Renault Duster 2.0 Dynamique 4x2,$72.000.000,2021,52000
Renault Duster 2.0 Dynamique 4x2,$45.500.000,2015,51000
Renault Duster 1.3 Intense Mt 4x4,$88.000.000,2023,12000
Renault Duster 2.0 Dynamique 4x4,$38.000.000,2014,195000
Renault Duster 1.6 Dynamique,$58.000.000,2017,57000
Renault Duster 1.6 Intense Mt,$72.000.000,2022,25000
Renault Duster 1.3 Intense Cvt,$80.000.000,2022,21000
Renault Duster 2.0 Dynamique 4x2,$56.500.000,2019,80600
Renault Duster 2.0 Dynamique 4x4,$56.000.000,2017,85000
Renault Duster 2.0 Dynamique 4x2,$67.900.000,2020,51500
Renault Duster Oroch Intense Outsider 1.3t,$92.900.000,2023,20400
Renault Duster 2.0 Dynamique 4x4,$63.000.000,2020,47500
Renault Duster 1.6 Zen,$85.500.000,2023,38000
Renault Duster 1.3 Intense Cvt,$87.000.000,2022,32700
Renault Duster 1.6 Expression Mecánica,$50.000.000,2016,71000
Renault Duster 1.6 Zen Mt,$90.000.000,2024,10000
Renault Duster 1.3 Intense Cvt,$92.000.000,2023,16300
Renault Duster 2.0 Dynamique 4x4,$54.000.000,2017,120000
Renault Duster 1.6 Expression Mecánica,$49.000.000,2017,110000
Renault Duster Oroch 2.0 Dynamique,$63.000.000,2017,96000
Renault Duster 2.0 Intens 4x4 ,$67.000.000,2021,62000
Renault Duster 2.0 Dynamique 4x4,$50.000.000,2015,119000
Renault Duster 2.0 Dynamique 4x2,$48.500.000,2015,82000
Renault Duster 2.0 Dynamique 4x2,$63.000.000,2018,54000
Renault Duster 1.6 Intense Mt,$91.500.000,2024,487
Renault Duster 1.6 Expression Mecánica,$41.000.000,2015,146000
Renault Duster 1.6 Expression Mecánica,$36.500.000,2015,110000
Renault Duster 2.0 Dynamique 4x4,$41.076.900,2015,150000
Renault Duster 2.0 Dynamique 4x2,$44.800.000,2014,116000
Renault Duster 2.0 Dynamique 4x2,$58.000.000,2019,40000
Renault Duster 2.0 Dynamique 4x2,$66.000.000,2018,60000
Renault Duster Version 50 Años,$64.000.000,2020,125000
Renault Duster 2.0 Dynamique 4x4,$42.500.000,2015,177000
Renault Duster 1.3 T Iconic Cvt,$97.500.000,2024,8500
Renault Duster 2.0 Dynamique 4x4,$61.500.000,2019,98000
Renault Duster 1.3 T Iconic Mt 4X4,$104.000.000,2024,1
Renault Duster 2.0 Dynamique 4x4,$45.000.000,2015,134000
Renault Duster 1.6 Zen,$75.000.000,2023,33000
Ven Permuto Mayor Valor  Oroch Outsaider 4x4 2023,$95.000.000,2023,25000
Renault Duster 2.0 Dynamique 4x2,$62.000.000,2018,71500
Renault Duster 1.3 Intense Cvt,$78.000.000,2022,40000
Renault Duster 2.0 Dynamique 4x4,$78.000.000,2022,52900
Renault Duster 2.0 Dynamique 4x4,$67.000.000,2020,90000
Renault Duster Oroch,$117.000.000,2023,7000
Renault Duster Oroch 1.3 Turbo,$96.000.000,2023,27000
Renault Duster 1.3 Intense Cvt,$81.900.000,2022,24189
Renault Duster 2.0 Dynamique 4x2,$62.000.000,2020,53000
Renault Duster 1.6 Expression Mecánica,$52.000.000,2018,50000
Renault Duster 2.0 Dynamique 4x4,$75.000.000,2021,49600
Renault Duster 1.6 Expression Mecánica,$45.000.000,2016,70000
Renault Duster 2.0 Dynamique 4x4,$64.000.000,2020,60000
Renault Duster 1.6 Zen Mt,$80.000.000,2022,56000
Renault Duster Polar 4x4,$65.000.000,2019,40000
Renault Duster 2.0 Dynamique 4x2,$61.000.000,2018,74200
Renault Duster 1.6 Dynamique Mecánica,$61.000.000,2020,30000
Renault Duster 1.6 Expression Mecánica,$52.000.000,2017,101000
Renault Duster 2.0 Dynamique 4x2,$53.800.000,2017,78000
Renault Duster 2.0 Polar 4x4,$61.500.000,2020,71000
Renault Duster 1.6 Zen,$65.000.000,2022,48000
Renault Duster Tripadvisor 4x2,$72.000.000,2019,42000
Camioneta Renault Duster Modelo 2018. Cel. 313 7633133 ,$58.000.000,2018,50000
Renault Duster 1.6 Dynamique Mecánica,$60.000.000,2020,28700
Renault Duster 2.0 Dynamique 4x4,$63.900.000,2019,134854
Renault Duster Oroch 2.0 Intens,$72.000.000,2022,98700
Renault Duster 2.0 Dynamique 4x4,$48.000.000,2015,115892
Renault Duster 1.3 T Iconic Mt 4X4,$102.000.000,2024,100
Renault Duster 1.6 Intense Mt,$92.000.000,2024,25851
Camioneta Renault  Duster,$80.000.000,2023,19728
Renault Duster 1.3 Intense Mt 4x4,$85.000.000,2022,16000
Renault Duster 1.6 Intense,$84.316.000,2022,18000
Renault Duster 2.0 Dynamique 4x4,$65.000.000,2020,68700
Renault Duster 1.6 Zen,$60.000.000,2021,1
Renault Duster 1.3 T Iconic Cvt,$95.000.000,2023,25000
Renault Duster 1.3 T Iconic Cvt,$94.000.000,2023,7000
Renault Duster 2.0 Dynamique 4x2,$39.850.000,2013,194751
Renault Duster Oroch 2.0 Dynamique,$54.000.000,2017,155000
Renault Duster Intens,$62.000.000,2020,98000
Renault Duster 1.6 Intense,$65.200.000,2021,40000
Renault Duster Espression ,$37.000.000,2014,161000
Renault Duster 1.3 Intense Cvt,$80.000.000,2022,36000
Renault Duster 2.0 Dynamique 4x4,$56.800.000,2019,65000
Renault Duster 1.6 Intense,$69.900.000,2022,120000
Renault Duster Oroch 2.0 Dynamique,$68.000.000,2017,58000
Renault Duster Oroch 2.0 Intens,$65.000.000,2021,116000
Renault Duster 2.0 Dynamique 4x2,$63.900.000,2020,63500
Renault Duster 1.6 Expression Mecánica,$42.000.000,2013,140700
Renault Duster 1.6 Intense Mt,$77.000.000,2022,20000
Renault Duster Oroch 2.0 Intens,$69.500.000,2020,39000
Renault Duster 1.6 Zen,$60.000.000,2022,50000
Renault Duster 2.0 Dynamique 4x4,$46.000.000,2014,131000
Renault Duster Oroch 2.0 Intens,$75.000.000,2020,12400
Renault Duster Zen,$80.900.000,2023,30
Renault Duster 1.3 Intense Mt 4x4,$92.000.000,2022,49800
Renault Duster 2.0 Dynamique Plus,$43.000.000,2013,111000
Renault Duster 1.6 Dynamique Mecánica,$70.000.000,2020,24000
Renault Duster 2.0 Dynamique Plus,$49.900.000,2016,73000
Renault Duster 1.6 Dynamique,$51.700.000,2018,74000
Renault Duster 2.0 Dynamique 4x2,$48.000.000,2015,116795
Renault Duster 2.0 Dynamique 4x4,$62.000.000,2019,63000
Renault Duster 2.0 Dynamique 4x2,$34.000.000,2014,155000
Renault Duster 1.3 Intense Mt 4x4,$86.000.000,2022,97000
Renault Duster 1.6 Expression Mecánica,$53.000.000,2019,134400
Renault Duster 1.3 Intense Cvt,$81.500.000,2022,11600
Renault Duster 1.6 Expression Mecánica,$46.500.000,2015,102500
Renault Duster 2.0 Dynamique 4x4,$65.700.000,2018,90000
Renault Duster 1.3 Intense Cvt,$81.500.000,2022,13200
Renault Duster 2.0 Dynamique 4x4,$61.000.000,2019,165000
Renault Duster 1.3 T Iconic Cvt,$91.900.000,2023,6500
Renault Duster 2.0 Dynamique 4x2,$60.000.000,2020,48000
Renault Duster 2.0 Dynamique 4x4,$46.000.000,2015,152260
Renault Duster 1.6 Expression Mecánica,$43.000.000,2013,148000
Renault Duster Polar 4×4,$70.000.000,2019,107570
Renault Duster Oroch Automatica,$70.000.000,2020,74000
Renault Duster 1.6 Zen,$71.500.000,2021,60000
Renault Duster 1.6 Expression Mecánica,$45.500.000,2014,99987
Renault Duster Intens 2.0 4x4,$69.900.000,2021,132600
Renault Duster 2.0 Dynamique,$60.000.000,2018,50000
Renault Duster 1.6 Expression Mecánica,$53.000.000,2018,156000
Renault Duster Oroch Intens Cvt 1300 Turbo Automatica 2024,$105.000.000,2024,13000
Renault Duster 1.6 Dynamique,$60.000.000,2019,62000
Renault Duster Oroch 2.0 Dynamique,$59.800.000,2017,66000
Renault Duster 2.0 Dynamique 4x4,$63.000.000,2019,183000
Renault Duster 1.6 Zen,$66.500.000,2022,700
Renault Duster 1.6 Intense,$58.000.000,2021,42000
Renault Duster 1.6 Expression Mecánica,$57.800.000,2019,56000
Renault Duster 1.6 Intense Mt,$83.500.000,2022,18000
Renault Duster 1.6 Intense,$84.000.000,2023,36000
Renault Duster 1.6 Zen,$71.900.000,2022,24000
Renault Duster 1.6 Zen Mt,$85.000.000,2024,22000
Renault Duster 2.0 Dynamique 4x2,$46.500.000,2015,78500
Renault Duster Oroch Outsider 4x4,$105.000.000,2023,9000
Renault Duster expresión 2.0 4x4,$53.000.000,2017,113000
Renault Duster 2.0 Dynamique 4x2,$48.000.000,2016,88000
Renault Duster Oroch 2.0 Dynamique,$65.000.000,2018,49700
Vendo Oroch Publica 4x4 Full Equipo 2020,$79.000.000,2020,78000
Renault Duster 1.6 Expression Mecánica,$46.000.000,2015,1000
Renault Duster 1.6 Intense,$68.000.000,2021,52818
Renault Duster 1.6 Dynamique,$58.000.000,2017,80500
Renault Duster 2.0 Dynamique 4x2,$39.000.000,2013,84000
Renault Duster 2.0 Dynamique 4x2,$39.000.000,2013,172000
Renault Duster 2.0 Dynamique 4x2,$67.000.000,2021,31000
Renault Duster 2.0 Dynamique 4x2,$55.000.000,2018,52000
Renault Duster 1.6 Expression Mecánica,$52.000.000,2016,51000
Renault Duster 1.6 Zen Mt,$83.000.000,2024,41000
Renault Duster 2.0 Expression,$57.000.000,2020,116180
Renault Duster 1.3 Intense Mt 4x4,$98.000.000,2023,9000
Renault Duster 1.6 Discovery,$44.000.000,2014,204000
Renault Duster 2.0 Dynamique 4x4,$41.300.000,2014,112000
Renault Duster - Wagon 2022,$78.000.000,2022,100000
Renault Duster 2.0 Dynamique 4x2,$47.000.000,2016,57000
Renault Duster 2.0 Dynamique 4x2,$61.000.000,2018,85000
Renault Duster 2.0 Dynamique 4x2,$58.000.000,2018,51600
Renault Duster Intens Trek 4x4,$65.800.000,2018,69000
Renault Duster 2.0 Dynamique 4x2,$45.000.000,2016,100000
Renault Duster 1.6 Expression Mecánica,$41.000.000,2014,190000
Renault Duster 1.6 Expression Mecánica,$43.000.000,2015,10
Renault Duster 1.3 Intense Mt 4x4,$94.000.000,2022,16500
Renault Duster 1.6 Zen Mt,$74.500.000,2022,10000
Renault Duster 2.0 Dynamique 4x2,$39.000.000,2013,210000
Renault Duster 1.6 Expression Mecánica,$47.001.000,2016,106000
Renault Duster 1.3 Intense Mt 4x4 Outsider,$83.000.000,2022,110000
Renault Duster 2.0 Dynamique 4x2,$43.000.000,2013,115000
Renault Duster 1.6 Expression Mecánica,$41.500.000,2015,115000
Renault Duster 1.3 T Iconic Cvt,$94.500.000,2024,2250
Renault Duster 1.6 Expression Mecánica,$55.000.000,2017,68600
Renault Duster Oroch Intens Outsider,$59.900.000,2017,68000
Renault Duster 2.0 Dynamique 4x2,$45.000.000,2014,152000
Renault Duster 2.0 Dynamique 4x2,$56.000.000,2019,63000
Renault Duster 2.0 Dynamique 4x2,$42.500.000,2013,114700
Renault Duster 2.0 Dynamique 4x4,$44.000.000,2015,175000
Renault Duster 2.0 Dynamique 4x2,$65.000.000,2018,53000
Renault Duster 2.0 Dynamique 4x4,$64.900.000,2020,83000
Renault Duster 2.0 Dynamique 4x2,$64.500.000,2019,52000
Renault Duster 1.6 Zen Mt,$83.000.000,2024,7900
Renault Duster 1.3 Intense Mt 4x4 Outsider,$83.000.000,2022,120000
Renault Duster,$43.500.000,2023,30000
Renault Duster Oroch Dynamique,$45.000.000,2015,126767
Renault Duster 2.0 Dynamique 4x2,$44.300.000,2016,190000
Renault Duster Oroch 2.0 Dynamique,$64.000.000,2021,42000
Renault Duster 2.0 Dynamique 4x2,$57.000.000,2017,74000
Renault Duster 1.3 Intense Cvt,$78.000.000,2022,42000
Renault Duster Oroch Outsider 1.3,$101.000.000,2023,41024
Renault Duster 1.6 Zen,$67.000.000,2022,19913
Renault Duster 2.0 Dynamique 4x2,$45.500.000,2013,153000
Renault Duster 1.6 Expression Mecánica,$52.000.000,2016,100000
Renault Duster 2.0 Dynamique 4x2,$43.500.000,2013,101000
Renault Duster 1.6 Zen Mt,$75.000.000,2024,12600
Renault Duster 2.0 Dynamique 4x2,$54.000.000,2018,70000
Renault Duster Oroch 2.0 Intens,$79.000.000,2021,30000
Renault Duster 2.0 Dynamique 4x2,$70.000.000,2019,59815
Renault Duster 2.0 Dynamique 4x4,$63.000.000,2018,180000
Renault Duster 1.6 Expression Mecánica,$44.000.000,2016,67
Renault Duster 2.0 Dynamique 4x2,$68.000.000,2019,42529
Renault Duster 1.6 Expression Mecánica,$40.000.000,2015,132590
Renault Duster 1.6 Intense,$80.000.000,2023,20000
Renault Duster 2.0 Dynamique 4x4,$65.000.000,2019,39200
Renault Duster Oroch 2.0 Dynamique,$52.000.000,2017,104000
Renault Duster 1.6 Dynamique Mecánica,$61.500.000,2020,35700
Renault  Duster 2016 Dakar 1.6 4x2,$53.000.000,2016,63369
Renault Duster 1.6 Expression Mecánica,$47.000.000,2016,108000
Renault Duster 2.0 Dynamique 4x2,$39.000.000,2013,143500
Renault Duster 2.0 Dynamique 4x2,$39.000.000,2013,143500
Renault Duster 1.6 Expression Mecánica,$66.000.000,2020,120000
