car_model,price,year_model,kms
Kia Rio 1.4 5 p,$27.000.000,2011,121500
Kia Rio Spice Rio Spice R Summa,$52.900.000,2017,76000
Kia Rio 1.4 Vibrant Hb 4 p,$64.000.000,2022,30000
Kia Rio R Rio R,$50.000.000,2018,71153
Kia Rio 1.4 5 p,$23.500.000,2006,240000
Kia Rio 1.4 Vibrant Hb 5 p,$57.000.000,2020,64827
Kia Rio Spice R 1.2,$46.000.000,2017,43000
Kia Rio 1.2 4 p,$38.500.000,2014,125000
Kia Rio 1.2 5 p,$40.500.000,2014,65000
Kia Rio 1.5 Stylus 4 p,$22.000.000,2009,160000
Kia Rio 1.25 4 p,$48.500.000,2016,62000
Kia Rio Sedán Kia Rio Zenith,$65.000.000,2020,35000
Kia Rio R 1.25,$45.500.000,2017,50000
Kia Rio 1.4 5 p,$49.500.000,2016,82000
Kia Rio 1.6 4 p,$26.800.000,2008,160000
Kia Rio R 1.25,$47.500.000,2017,72000
Kia Rio 1.25,$41.000.000,2015,98000
Kia Rio Sedán Ub Ex,$45.000.000,2015,124000
Kia Rio 1.5 Stylus,$25.000.000,2016,73500
Kia Rio 1.4 Vibrant At,$64.700.000,2021,37800
Kia Rio 1.4 4 p,$25.900.000,2009,166000
Kia Rio 1.4 Vibrant At,$54.000.000,2018,67000
Kia Rio 1.25,$48.000.000,2017,67500
Kia Rio 1.4 Emotion Hb,$64.000.000,2023,23800
Kia Rio 1.6 4 p,$29.900.000,2011,104000
Kia Rio Spice 1.4,$37.500.000,2015,109000
Kia Rio 1.25 5 p,$48.000.000,2016,73477
Kia Rio R,$43.000.000,2016,114000
Kia Rio 1.25,$49.000.000,2017,96200
Kia Rio 1.25 5 p,$49.500.000,2017,69000
Kia Rio 1.5 Stylus,$20.000.000,2010,170000
Kia Rio 1.5 Stylus 4 p,$20.000.000,2009,230000
Kia Rio 1.4,$50.000.000,2018,56000
Kia Rio Spice R Full Equipo,$47.700.000,2016,77000
Kia Rio Vibrant,$56.000.000,2018,75000
Kia Rio 1.4 Vibrant Hb 5 p,$61.900.000,2022,24000
Kia Rio Spice 1.2,$41.000.000,2015,115000
Kia Rio 1.25,$39.500.000,2015,120596
Kia Rio Stylus 1.5,$82.000.000,2013,1
Kia Rio 1.4 Zenith Aut,$82.000.000,2024,7200
Kia Rio 1.6 5 p,$26.800.000,2008,155580
Kia Rio Stylus Ls,$22.500.000,2011,129680
Kia Rio 1.4 Vibrant Hb 5 p,$62.000.000,2020,28500
Kia Rio Sedán Vibrant Automático ,$61.500.000,2021,32000
Kia Rio 1.4 Vibrant Mt,$59.800.000,2021,44000
Kia Rio 1.2 5 p,$38.000.000,2014,92600
Kia Rio Sedán Vibrant,$55.900.000,2020,51000
Kia Rio Vibrant 2024 Automatico 3200 Km,$74.000.000,2024,3200
Kia Rio 1.5 Stylus,$23.000.000,2013,78000
Kia Rio Spice Río Spice,$38.800.000,2014,110
Kia Rio 1.4,$25.900.000,2010,135400
Kia Rio 1.25,$37.900.000,2015,139000
Kia Rio 1.2 4 p,$43.000.000,2015,119000
Kia Rio 1.4 Emotion Hb,$57.900.000,2021,38000
Kia Rio Spice R 1.2,$50.500.000,2017,86000
Kia Rio 1.4 5 p,$40.500.000,2013,112000
Kia Rio 1.4 Vibrant Hb 5 p,$65.000.000,2022,39000
Kia Rio 1.25,$41.000.000,2015,98500
Kia Rio Spice R Kia Río Ub Ex,$46.000.000,2016,83000
Kia Rio 1.4 Vibrant At,$60.500.000,2020,44000
Kia Rio 1.2 4 p,$45.000.000,2015,94000
Kia Rio Spice 1.2,$38.000.000,2015,83300
Kia Rio 1.4 Vibrant Hb 5 p,$68.900.000,2023,15000
Kia Rio 1.4 Vibrant Hb 4 p,$61.000.000,2022,31000
Kia Rio 1.4 4 p,$38.000.000,2013,64000
Kia Rio Sedán Ubx 2015,$39.000.000,2015,155000
